,Abstract,Task 1
12587,"We will also provide a performance comparison among different schemes, along with design insights on the most important parameters related to beam management frameworks.",OBJECTIVES
12590,The depth maps generated by these sensors provide information that can be employed to disambiguate the poses observed in two-dimensional images.,BACKGROUND/OBJECTIVES
12591,This work addresses the problem of 3D human pose estimation from depth maps employing a Deep Learning approach.,OBJECTIVES/METHODS
12604,"To handle that huge volume of information, Web searcher uses search engines.",OBJECTIVES
12605,The Webpage indexing mechanism of a search engine plays a big role to retrieve Web search results in a faster way from the huge volume of Web resources.,OBJECTIVES
12620,"In this paper, we study the offline multi-action policy learning problem with observational data and where the policy may need to respect budget constraints or belong to a restricted policy class such as decision trees.",OBJECTIVES
12625,"In this paper, we develop a distributed intermittent communication and task planning framework for mobile robot teams.",OBJECTIVES
12626,"The goal of the robots is to accomplish complex tasks, captured by local Linear Temporal Logic formulas, and share the collected information with all other robots and possibly also with a user.",OBJECTIVES
12627,"Specifically, we consider situations where the robot communication capabilities are not sufficient to form reliable and connected networks while the robots move to accomplish their tasks.",OBJECTIVES
12628,"In this case, intermittent communication protocols are necessary that allow the robots to temporarily disconnect from the network in order to accomplish their tasks free of communication constraints.",OBJECTIVES
12629,We assume that the robots can only communicate with each other when they meet at common locations in space.,OBJECTIVES
12632,"Urban scholars have studied street networks in various ways, but there are data availability and consistency limitations to the current urban planning/street network analysis literature.",BACKGROUND/OBJECTIVES
12633,"To address these challenges, this article presents OSMnx, a new tool to make the collection of data and creation and analysis of street networks simple, consistent, automatable and sound from the perspectives of graph theory, transportation, and urban design.",OBJECTIVES
12634,"OSMnx contributes five significant capabilities for researchers and practitioners: first, the automated downloading of political boundaries and building footprints; second, the tailored and automated downloading and constructing of street network data from OpenStreetMap; third, the algorithmic correction of network topology; fourth, the ability to save street networks to disk as shapefiles, GraphML, or SVG files; and fifth, the ability to analyze street networks, including calculating routes, projecting and visualizing networks, and calculating metric and topological measures.",OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
12635,"These measures include those common in urban design and transportation studies, as well as advanced measures of the structure and topology of the network.",OBJECTIVES/METHODS/RESULTS
12647,"In this paper, we consider the application of such FD communication to self-backhauled small cells.",OBJECTIVES
12648,We consider a FD capable small cell base station (BS) being wirelessly backhauled by a FD capable macro-cell BS.,OBJECTIVES
12654,We will demonstrate a conversational products recommendation agent.,OBJECTIVES
12669,"To deal with the large data sets encountered in real applications and to utilise modern graphics processing unit (GPU) based computing architectures, combinations of iterative reconstruction algorithms and parallel computing schemes are increasingly applied.",OBJECTIVES
12670,"Although both row and column action methods have been proposed to utilise parallel computing architectures, individual computations in current methods need to know either the entire set of observations or the entire set of estimated x-ray absorptions, which can be prohibitive in many realistic big data applications.",OBJECTIVES
12671,We present a fully parallelizable computed tomography (CT) image reconstruction algorithm that works with arbitrary partial subsets of the data and the reconstructed volume.,OBJECTIVES
12675,We describe a novel approach to interpret a polar code as a low-density parity-check (LDPC)-like code with an underlying sparse decoding graph.,OBJECTIVES
12682,"The present work investigates whether different quantification mechanisms (set comparison, vague quantification, and proportional estimation) can be jointly learned from visual scenes by a multi-task computational model.",OBJECTIVES
