,Abstract,Task 1
15870,"Finally, we empirically investigate the approximation ratio of the greedy algorithm and show that it produces highly competitive results in a fraction of time needed for complete branch-and-bound style search.",RESULTS/CONCLUSIONS
15871,"In this work, we present the Grounded Recurrent Neural Network (GRNN), a recurrent neural network architecture for multi-label prediction which explicitly ties labels to specific dimensions of the recurrent hidden state (we call this process ""grounding"").",OBJECTIVES/CONCLUSIONS
15880,"It is shown that the proposed scheme is capable of reducing the interference to a negligible level, and hence to save the high complexity of signal recovery at the receiver, while maintaining similar sidelobe suppression performance compared to traditional NC-OFDM.",RESULTS/CONCLUSIONS
15889,"This PMP caters to a class of constrained optimal control problems that includes point-wise state and control action constraints, and encompasses a large class of control problems that arise in various field of engineering and the applied sciences.",CONCLUSIONS
15894,"We show that we can accurately calculate various gait parameters, demonstrating the potential for our system to monitor the long-term gait of seniors and thus aid clinicians in understanding a patient's medical profile.",RESULTS/CONCLUSIONS
15910,We thus show that word embeddings inherit a wealth of common knowledge from word co-occurrence statistics and can be flexibly manipulated to express context-dependent meanings.,RESULTS/CONCLUSIONS
15918,"The evaluations achieved using hardware show that through the proposed closed-loop system the localization performance can be improved; furthermore, the system becomes robust to the error in the map of beacons by feeding back the optimized map to the Front-end.",CONCLUSIONS
15953,This structure displays a landscape of science and technology that is based on a collective intelligence and that is more unbiased and adaptable than conventional classifications.,RESULTS/CONCLUSIONS
15960,We believe that our new analysis framework can be applied to guarantee the convergence of alternating projections when utilized for many other nonconvex and nonsmooth sets.,CONCLUSIONS
15970,"Examples include self-stabilizing reconfigurable virtual synchrony, which, in turn, can be used for implementing a self-stabilizing reconfigurable state-machine replication and self-stabilizing reconfigurable emulation of shared memory.",CONCLUSIONS
15975,We apply our modeling approach to seven data sets from various domains and demonstrate that our approach consistently outperforms stateof-the-art generative topic models.,CONCLUSIONS
15981,This refutes several previous works in machine learning from the past 11 years.,RESULTS/CONCLUSIONS
15983,On the positive side we present a new construction of an unlabeled sample compression scheme for maximum classes.,RESULTS/CONCLUSIONS
15989,"One consequence of this result is that, not only we can get an interaction gain over the one-way non-feedback computation capacities, but also we can sometimes get all the way to perfect-feedback computation capacities simultaneously in both directions.",CONCLUSIONS
15990,This result draws a parallel with the recent result developed in the context of two-way interference channels.,CONCLUSIONS
16001,"However, in Nigeria, the University of Lagos distance learning Institute has its shortfalls traced to poor student support system, which affects the service delivery to students.",CONCLUSIONS
16002,The study examined Influence of Information Support on ICT use by distance learners.,OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
16006,Our empirical results are obtained for a multi-class sentiment analysis application.,RESULTS/CONCLUSIONS
16014,"Superiority of the proposed relaying schemes, with secure beamforming, is shown over direct transmission.",RESULTS/CONCLUSIONS
16015,"It is also shown that the best relaying scheme depends on how far the eavesdropper is located from the transmitter and the relays, the number of relays, and their geometric layout.",RESULTS/CONCLUSIONS
16026,Our work should serve as inspiration for AI architecture designers from both the academia and the industry.,CONCLUSIONS
16045,"Hence, the proposed method is very efficient.",CONCLUSIONS
16048,"In this paper, we demonstrate that standard dimension reduction methods in this setting can yield uninformative or even misleading visualizations.",RESULTS/CONCLUSIONS
16051,"We compare DarkSight against t-SNE both qualitatively and quantitatively, demonstrating that DarkSight visualizations are more informative.",RESULTS/CONCLUSIONS
16061,"Using this model, we describe how a very simple application of ideas from the statistical mechanics theory of generalization provides a strong qualitative description of recently-observed empirical results regarding the inability of deep neural networks not to overfit training data, discontinuous learning and sharp transitions in the generalization properties of learning algorithms, etc.",RESULTS/CONCLUSIONS
