,Abstract,Task 1
8906,Results shed light on the applicability and usefulness of clone detection in the context of industrial automation systems and it demonstrates the benefit of adapting detection and management tools for IEC 611313-3 languages.,RESULTS/CONCLUSIONS
8911,"However, we show that when BSs are deployed according to homogeneous Poisson point processes (PPP), independently for each type, we can formulate the problem as a convex problem.",RESULTS
8912,We give the optimal solution to the joint problem for PPP deployment.,RESULTS
8914,We find the optimal placement policy of the small BSs (SBSs) depending on the placement policy of the macro BSs (MBSs).,RESULTS
8915,We show that storing the most popular content in the MBSs is almost optimal if the SBSs are using an optimal placement policy.,RESULTS
8916,"Also, for the SBSs no such heuristic can be used; the optimal placement is significantly better than storing the most popular content.",RESULTS
8917,"Finally, we numerically verify that LOA gives the same hit probability as the joint optimal solution for the PPP model.",RESULTS
8922,ShLin-w makes the interaction between sharing and linearity explicit.,RESULTS
8923,"We provide a constructive characterization of the optimal abstract unification operator on ShLin-w and we lift it to two well-known abstractions of ShLin-w. Namely, to the classical Sharing X Lin abstract domain and to the more precise ShLin-2 abstract domain by Andy King.",RESULTS
8932,"Controllers rate each other on this basis and report the results to a central entity, which reports it to the network administrator.",RESULTS/CONCLUSIONS
8935,The results show that the OQAM-OFDM scheme exhibits similar BER and FER performance at a 24% higher spectral efficiency and achievable throughput at the cost of an up to five times increased computational complexity.,RESULTS
8940,"Numerical experiments on the XCAT phantom show that for low dose levels, the proposed PWLS-ST method dramatically improves the quality of reconstructed images compared to PWLS reconstruction with a nonadaptive edge-preserving regularizer (PWLS-EP).",RESULTS/CONCLUSIONS
8944,We argue that the proposed set of dimensions and corresponding metrics adequately captures the unique quality antipatterns that are typically associated with numerical data.,RESULTS
8947,It is the first algorithm that can build the index while implicitly sorting the sequences in the reverse (complement) lexicographical order without a separate sorting step.,METHODS/RESULTS
8948,The implementation is among the fastest for indexing short reads and the only one that practically works for reads of averaged kilobases in length.,RESULTS
8963,The multi-task DL approach outperformed the state of the art results in all three tasks.,RESULTS
8970,Experiments on two benchmarked datasets demonstrate the effectiveness of our attention mechanism and pointer mixture network on the code completion task.,RESULTS/CONCLUSIONS
8971,"I describe how real quantum annealers may be used to perform local (in state space) searches around specified states, rather than the global searches traditionally implemented in the quantum annealing algorithm.",RESULTS/CONCLUSIONS
8973,"Hence, I explore strategies to use an annealer in a way which takes advantage of modern classical optimization algorithms, and additionally should be less sensitive to problem mis-specification then the traditional quantum annealing algorithm.",RESULTS/CONCLUSIONS
8982,"The architecture was applied to Illumina HiSeq2000 RNA-Seq for 498 neuroblastoma patients (176 at high risk) from the Sequencing Quality Control (SEQC) study, obtaining state-of-art on the diagnostic endpoint and improving prediction of prognosis over the HR cohort.",RESULTS
8985,"With most recent developments in quaternion-valued signal processing, in this work, we fill the gap to solve the problem and further derive the quaternion-valued Wiener solution for block-based calculation.",METHODS/RESULTS
8989,"In a series of experiments our results show that once trained, our models can generate good quality samples of both synthetic graphs as well as real molecular graphs, both unconditionally and conditioned on data.",RESULTS
8990,"Compared to baselines that do not use graph-structured representations, our models often perform far better.",RESULTS
9001,"We show how this approach is able to evolve FSM-based update functions that perform well on the density classification task for 1-, 2-, and 3-dimensional CA.",RESULTS
