,Abstract,Task 1
12397,"Information cascades, effectively facilitated by most social network platforms, are recognized as a major factor in almost every social success and disaster in these networks.",BACKGROUND
12399,"While many believe that they are inherently unpredictable, recent work has shown that some key properties of information cascades, such as size, growth, and shape, can be predicted by a machine learning algorithm that combines many features.",BACKGROUND
12400,These predictors all depend on a bag of hand-crafting features to represent the cascade network and the global network structure.,BACKGROUND
12401,"Such features, always carefully and sometimes mysteriously designed, are not easy to extend or to generalize to a different platform or domain.",BACKGROUND
12407,"In online learning the performance of an algorithm is typically compared to the performance of a fixed function from some class, with a quantity called regret.",BACKGROUND
12408,"Forster proposed a last-step min-max algorithm which was somewhat simpler than the algorithm of Vovk, yet with the same regret.",BACKGROUND
12409,"In fact the algorithm he analyzed assumed that the choices of the adversary are bounded, yielding artificially only the two extreme cases.",BACKGROUND
12413,Classical approaches for estimating optical flow have achieved rapid progress in the last decade.,BACKGROUND
12414,"However, most of them are too slow to be applied in real-time video analysis.",BACKGROUND
12415,"Due to the great success of deep learning, recent work has focused on using CNNs to solve such dense prediction problems.",BACKGROUND
12420,Live fish recognition is one of the most crucial elements of fisheries survey applications where vast amount of data are rapidly acquired.,BACKGROUND
12421,"Different from general scenarios, challenges to underwater image recognition are posted by poor image quality, uncontrolled objects and environment, as well as difficulty in acquiring representative samples.",BACKGROUND
12422,"Also, most existing feature extraction techniques are hindered from automation due to involving human supervision.",BACKGROUND
12437,News organizations are increasingly using social media to reach out to their audience aimed at raising their attention and engagement with news.,BACKGROUND
12438,"Given the continuous decrease in subscription rates and audience trust in news media, it is imperative for news organizations to understand factors contributing to their relationships with the audience.",BACKGROUND
12442,"A recent method employs 3D voxels to represent 3D shapes, but this limits the approach to low resolutions due to the computational cost caused by the cubic complexity of 3D voxels.",BACKGROUND
12443,Hence the method suffers from a lack of detailed geometry.,BACKGROUND
12449,"Our motivation is that accurate multi-step prediction of the drivable space can efficiently improve path planning and navigation resulting in safe, comfortable and optimum paths in autonomous driving.",BACKGROUND
12454,"In the past few years, consumer review sites have become the main target of deceptive opinion spam, where fictitious opinions or reviews are deliberately written to sound authentic.",BACKGROUND
12455,Most of the existing work to detect the deceptive reviews focus on building supervised classifiers based on syntactic and lexical patterns of an opinion.,BACKGROUND
12464,Science is a social process with far-reaching impact on our modern society.,BACKGROUND
